,description,target
1491,indywidualne studia skrócie isim interdyscyplinarny kierunek powstał połączenia najważniejszych najciekawszych zagadnień obu dziedzin matematyki informatyki powstanie isim wpasowuje trend tworzenia nowoczesnych studiów przeznaczonych indywidualistów pragnących realizować ramach studiów własne zainteresowania program studiów zakłada możliwość samodzielnego dostosowania przedmiotów indywidualnych potrzeb zainteresowań student posiadał tutora pomoże wyborze zajęć wspomagał rozwój naukowy ofercie programowej studiów znaleźć tzw kursy narzędzi informatyki kursy zawodowe dzięki studenci poznają narzędzia aktualnie stosowane działalności informatycznej sektorze kierunek osób ambitnych lubiących wyzwania zdecydowanie indywidualistów osób pewnych swoich wyborów najlepiej punktowanym przedmiotem maturalnym rozszerzona matematyka swoją rolę odgrywa rozszerzona informatyka fizyka dodatkowe punkty uzyskać dzięki zdanemu egzaminowi języka obcego,indywidualne
1492,międzywydziałowe indywidualne studia mismap umożliwiają studentom tworzenie indywidualnych programów studiów kierunek powstały względu wzajemne przenikanie nauk przyrodniczych matematycznych ramach mismap studiować dwunastu kierunkach biologia biotechnologia ochrona środowiska chemia fizyka astronomia geografia gospodarka przestrzenna geologia matematyka informatyka psychologia student rozpoczynający studia objęty opieką profesora reprezentującego kierunek najbliższy zainteresowaniom ustalają wspólnie własny program studiów składają przynajmniej kierunki kształcenie mismap umożliwia kontakty wybitnymi pracownikami nauki uczy aktywności organizacji pracy studenci międzywydziałowych indywidualnych studiów współpracy pracownikami uczelni układają swój własny pełni indywidualny program studiów złożony przedmiotów prowadzonych wydziałach uczestniczących kolegium mismap przedmiotów dodatkowych wydziałów podstawowego liczbie min kierunków pozapodstawowych zajęć kierunkowych określonych minima programowe studentów mismap prowadzonych wydziały wydział prowadzący kierunek podstawowy liczbie min międzydziedzinowych modułowych liczbie min dziedziny nauk innej dziedzina kierunku podstawowego zajęć humanistycznych społecznych min ects idealnym kandydatem rodzaju studia osoba szerokich zainteresowaniach mismap kierunek osób samodzielnych mających pomysł siebie wiedzących czego oczekiwać chcą uzyskać uczelni rekrutacja mismap odbywa podstawie wyników egzaminu maturalnego dwóch przedmiotów wybranych spośród pięciu biologii chemii fizyki geografii kandydaci ubiegający przyjęcie kierunek podstawowy informatyka muszą wybrać dwóch przedmiotów egzaminacyjnych matematykę,indywidualne
1493,nan studia charakter indywidualny oznacza student ism samodzielnie układa swój plan studiów decydując jakich zajęciach uczestniczył zdecydowanie indywidualistów uwagę brane język polski matematyka trzeci przedmiot wybrany kandydaci odbywają dodatkowo rozmowę kompetencyjną wybrane tematy odzwierciedlające zainteresowania ważniejszy etap postępowania kwalifikacyjnego,indywidualne
1494,indywidualne studia międzyobszarowe skrócie ism uniwersytet dostępny całości wyboru kandydat przyjęty ism wybrać kierunek studiów spośród prowadzonych uczelni swój wybór uzupełnia zajęcia dziedzin oznacza student ism możliwość uzyskania jednego dyplomu indywidualne studia międzyobszarowe charakter indywidualny oznacza student ism samodzielnie układa swój plan studiów decydując jakich zajęciach uczestniczył okres studiów student ism pozostaje opieką indywidualnego tutora pracownika naukowego zadaniem merytoryczna administracyjna pomoc konsultacja studia prawdziwych indywidualistów tyle pewni siebie dojrzali swoich decyzjach wyniosą ism najlepsze rekrutacja ism obejmuje konkurs wyników języka polskiego następnie wyboru języka obcego matematyki trzeciej kolejności wybranego przedmiotu zdawanego poziomie ponadto obowiązuje rozmowa kwalifikacyjna mająca sprawdzać predyspozycje podjęcia nietypowego kierunku studiów,indywidualne
1495,studia kierunku inforrmation technology opierają głównie wyposażeniu studenta kompetencje zakresie umiejętności projektowania programowania systemów informatycznych studenci uczestniczą programach wiodących producentów oprogramowania microsoft academy oracle academy dzięki pracować materiałami szkoleniowymi przygotowanymi firmy zakończeniu zajęć szansę otrzymać odpowiednie certyfikaty studia stopnia prowadzone trybie stacjonarnym języku angielskim programie studiów znajdziemy przedmioty algorithms and data structures operating systems computer architecture signal and image processing database fundamentals network technologies software engineering computer graphics artificial inteligence and expert systems physics modern physics mathematics electronics foundation operating systems object oriented programming component programming computer graphics studia kierunku propozycja osób interesujących matematyką informatyką zdolność rozwiązywania abstrakcyjnych problemów chcą poznać tajniki pracy środowisku najnowszych technologii przedmioty maturalne brane uwagę postępowaniu kwalifikacyjnym matematyka język angielski drugi język obcy przedmiot wyboru fizyka chemia informatyka,information
1496,rozwiązania informatyczne wykorzystywane niemal wszędzie otoczeni jesteśmy urządzeniami systemami aplikacjami działają dzięki wykorzystaniu zaawansowanych technologii informatycznych codzienności wspierają rozwiązania ułatwić dokonanie przelewu dotarcie celu zakupy komunikację otrzymujemy szkole korzystamy studiujemy systemie domy samochody infrastruktura otacza naszpikowane urządzeniami coraz skuteczniej wyręczającymi codziennych obowiązkach studia informatyczne przygotowują specjalistów zajmujących budową wdrażaniem konserwacją narzędzi systemów informatycznych studia informatyce zatem doskonała inwestycja perspektywiczny płatny zawód kierunek domeną uczelni technicznych politechnik uniwersytetów technologicznych absolwenci inżynierowie przygotowani kontynuowania kształcenia magisterskich studiach ii stopnia informatyka znajduje ofercie uniwersytetów uczelni niepublicznych uczelni oferujących kierunek naprawdę warto przeanalizować oferowane specjalności programy studiów świadomie wybrać zawężoną dziedzinę rozległej nauki specjalizować określonym obszarze przykładowe specjalności kierunku informatyka wybrane przedmioty toku studiów analiza matematyczna algebra liniowa języki paradygmaty programowania algorytmy złożoność obliczeniowa inteligencja obliczeniowa programowanie komputerów zastosowanie programowania komponentowego programowanie urządzeń mobilnych administrowanie systemami operacyjnymi cyfrowe systemy pomiarowe sterowanie komputerowe sieci przemysłowe języki programowania sterowników kandydaci informatykę osoby kreatywne zaradne umiejące niestandardowo podejść pojawiających problemów cechować wyobraźnią techniczną posiadać ścisły umysł dobra ocena matematyki informatyki szkole średniej wystarczyć studia łatwych należą wymagają cierpliwości pracowitości kandydaci informatykę solidnie zdać maturę przedmiotów ścisłych matematyki fizyki informatyki najczęściej pojawiają wymogach rekrutacyjnych uwzględniane języki obce niekiedy uczelnie wskazują grupę przedmiotów spośród należy wybrać szczegółowe zasady rekrutacji należy wcześniej sprawdzać serwisach rekrutacyjnych uczelni,informatyka
1497,program zajęć kierunku informatyka algorytmiczna przewiduje opanowanie umiejętności projektowania realizacji oprogramowania zastosowaniem zaawansowanych technik studenci uczą trakcie studiów inżynierskich stopnia nacisk położony naukę nowoczesnych języków programowania przekazywanie zaawansowanej wiedzy algorytmicznej takiej dotyczy najważniejszych trendów światowej informatyki big data kryptografia systemy baz danych absolwent studiów magisterskich ii stopnia miał możliwość zdobycia zaawansowanej wiedzy zakresu najważniejszych gałęzi informatycznych machine learning bezpieczeństwo komputerowe automatyczna weryfikacja studia ii stopnia oferują specjalności program nauczania przewiduje opanowanie umiejętności projektowania realizacji oprogramowania zaawansowanych technologicznie dziedzinach programowanie konstrukcja analiza algorytmów bazy danych systemy informacyjne logika algorytmiczna weryfikacja programów metody stochastyczne statystyka obliczeniowa metody numeryczne kryptografia informatyka algorytmiczna trudny wymagający kierunek odpowiedni sprawnych matematyków osób zainteresowanych technologiami cyfrowymi najważniejsze przedmioty punktowane rekrutacji matematyka fizyka informatyka,informatyka
1498,kierunek graczy wyobraźnią sięgają ostatni poziom finalną klasyfikację każdego marzy pewnego dnia wydać własne the sims tomb raider medal of honor informatyka gier komputerowych dwuletnie studia uzupełniające drugiego stopnia absolwent osobą przygotowaną kierowania zespołem programistów tworzących grę potrafiącą zaplanować projekt podzielić zadania prowadzić dokumentację posiadać praktyczną znajomość języka doświadczenie językami skryptowymi lua python tworzeniem rdzenia silnika gry tworzeniem grafiki animacji programowaniem sztucznej inteligencji programowaniem symulacji fizyki znał zastosowania programów typu gry różnych dziedzinach życia tzw gry poważne szczególności uwzględniające wykorzystanie różnych interfejsów komunikujących człowieka komputerem przykładowe przedmioty wykładane ramach kierunku programowanie grafiki zarządzanie projektami grafika konceptowa animacja gry poważne fotografia obróbka cyfrowa tworzenie scenariuszy projektowanie poziomów wstęp modelowania programowanie gier programowanie symulacji fizyki czasie rzeczywistym pracownia robotyki interakcja silnik fizyki tworzenie scenariuszy zdecydowanie najlepiej kierunku odnajdą pasjonaci świata gier komputerowych niezbędne myślenie analityczne gotowość spędzania godzin ekranem wysokie umiejętności zakresu programowania informatyka gier komputerowych studia drugiego stopnia przeznaczone osób ukończyły studia pierwszego stopnia zakresie informatyki dziedzin pokrewnych przyjęcie kierunek poprzedza rozmowa kwalifikacyjna,informatyka
1499,studia kierunku informatyka systemy inteligentne wyposażają wiedzę praktyczne umiejętności zakresu informatyki sztucznej inteligencji przygotowują tworzenia projektowania rozwiązań informatycznych wykorzystujących integrujących różne systemy inteligentne programie studiów uwzględniono przedmioty informatyczne matematyczne fizyczne kształcenie kierunku głównie przedmioty związane programowaniem inżynierią oprogramowania student zdobywa kompetencje dotyczące języków technik programowania algorytmiki złożoności obliczeniowej baz danych analizy danych analizy procesów biznesowych przygotowuje projektowania testowania wdrażania systemów informatycznych budowy interfejsu użytkownika systemów operacyjnych sieci komputerowych poznaje zagadnienia uczenie maszynowe sztuczna inteligencja programowanie inteligentnych systemów wbudowanych projektowanie złożonych systemów informatycznych efekcie pozwala realizację zadań związanych wytwarzaniem oprogramowania studia ii stopnia prowadzone trybie stacjonarnym programie studiów znajdziemy przedmioty algebra liniowa geometria analityczna analiza matematyczna wstęp informatyki logika informatyków podstawy programowania matematyka dyskretna algorytmy struktury danych badania operacyjne fizyka podstawy sztucznej inteligencji bazy danych inżynieria oprogramowania teoria kompilacji kompilatory data engineering programowanie deklaratywne programowanie systemowe internet rzeczy inteligentne systemy wbudowane symulacja systemów dyskretnych soa projektowaniu implementacji oprogramowania systemy czasu rzeczywistego big data uczenie maszynowe propozycja osób pasjonujących naukami ścisłymi głównie informatyką matematyką kandydat cechować umiejętnością logicznego konstruktywnego myślenia przedmioty maturalne brane uwagę postępowaniu kwalifikacyjnym studia stopnia informatyka matematyka świadectwie kandydat wyniki egzaminu maturalnego jednego przedmiotu głównego wskaźnika rekrutacyjnego wybierany wynik rekrutacja studia ii stopnia odbywa oparciu egzamin wstępny potwierdzający osiągnięcie wybranych kierunkowych efektów kształcenia średnią ocen studiów stopnia jednolitych studiów szczegółowe zasady rekrutacji dostępne stronie uczelni prowadzącej kierunek,informatyka
1500,informatyka kwantowa interdyscyplinarne studia inżynierskie pierwszego stopnia łączące obszary wiedzy zakresu fizyki informatyki kierunek powstał współpracy wydział fizyki uam wydział matematyki informatyki uam firmy ibm wiodącego producenta komputerów kwantowych ukończeniu absolwent przygotowany pracy zespołowej posiadał podstawowe umiejętności obszarze najnowocześniejszych kwantowych klasycznych technik informatycznych telekomunikacyjnych dodatkowo absolwent uzyska podstawową wiedzę umiejętności praktyczne dotyczące różnych dziedzin informatyki elektroniki analogowej cyfrowej tworzenia zarządzania systemami informatycznymi usługami zdobędzie dobre przygotowanie kompetencyjne teoretyczne praktyczne techniczne pozatechniczne przygotowujące pracy własnym przedsiębiorstwie firmie korporacji zdobędzie wiedzę kompetencje zakresie samodzielnego tworzenia optymalizacji programów komputerach symulatorach kwantowych zostanie zaznajomiony istniejącymi algorytmami kwantowymi przykładowe przedmioty programie studiów programowanie komputerów kwantowych kryptografia klasyczna kwantowa projektowanie obwodów kwantowych zastosowania symulatorów algorytmów kwantowych fizyka kwantowa sztuczna inteligencja propozycja osób zainteresowaniach technicznych umyśle ścisłym zainteresowaniach programistycznych brak szczegółowego,informatyka
1501,studia kierunku opierają głównie wyposażeniu studenta kompetencje zakresie programowania jednocześnie zapewniając przygotowanie dziedziny algorytmów struktur danych złożoności obliczeniowej matematycznych koncepcji informatyce szczególny nacisk procesie kształcenia położony pracę grupową zespołach programistycznych aspekty związane prowadzeniem projektu informatycznego trakcie studiów student odbywa obowiązkową miesięczną praktykę zawodową kierunku oferowana specjalność studia stopnia prowadzone trybie stacjonarnym programie studiów znajdziemy przedmioty matematyka elementarna matematyka dyskretna języki programowania warsztat programisty algebra liniowa systemy operacyjne modelowanie matematyczne inteligencja obliczeniowa aplikacje przemysłowe analiza projektowanie systemów informatycznych idealna propozycja osób interesujących zarówno matematyką informatyką wiążą swoją przyszłość zawodową pracą programisty przedmioty maturalne brane uwagę postępowaniu kwalifikacyjnym matematyka język obcy,informatyka
1502,studia kierunku inżynieria przemysłowa przygotowują specjalistów zakresie projektowania eksploatacji konserwacji obsługi przemysłowych systemów informatycznych realizacji zadań związanych ciągłym unowocześnianiem procesów produkcyjnych szerokim wprowadzaniem przemysłu inteligentnych systemów informatycznych kształcenie kierunku obejmuje zagadnienia zakresu oferowane specjalności studia kończą uzyskaniem tytułu inżyniera program studiów przewiduje przedmioty ogólnego kształcenia inżynierskiego związane kierunkiem elektrotechniki elektroniki miernictwa podstawy normalizacji innowacje analiza matematyczna programowanie języku c fizyka techniczna aplikacje internetowe systemy operacyjne zaawansowane technologie informacyjne wprowadzenie szybkiego prototypowania teoria algorytmów struktury danych podstawy nanotechnologii mechanika ogólna programowanie procesów logistycznych przemyśle wytrzymałość materiałów instalacje podstawy automatyki technologie zaawansowane budowie maszyn inżynierskie studia kierunku propozycją osób umysłach ścisłych predyspozycjach technicznych osób kreatywnych otwartych nowoczesne rozwiązania procesie projektowania realizowania produkcji rekrutacji uwzględniane przedmioty maturalne matematyka język polski język obcy wyboru fizyka chemia informatyka historia geografia biologia wos,informatyka
1503,informatyka stosowana kierunek dzięki któremu studenci czerpią wiedzę temat analizy projektowania programów komputerowych systemów operacyjnych sieci komputerowych programowania baz danych wykorzystania internetu technik związanych przetwarzania tekstu sztucznej inteligencji systemów zintegrowanych zarządzania wiedzą grafiki komputerowej kierunek klasycznych studiów informatycznych odróżnia poszerzenie programu kształcenia elementy elektroniki metodologii prowadzenia eksperymentów pomiarów fizycznych kompetencje inżynierskie związane analizowaniem projektowaniem tworzeniem systemów praktyczne zajęcia pozwalają zdobyć wiedzę przydatną tworzeniu oprogramowania nowoczesnych urządzeń mobilnych systemów wbudowanych aplikacji www przykładowe specjalności oferowane informatyce stosowanej wybrane przedmioty programie kształcenia informatyce stosowanej praktyczny wstęp programowania programowanie skryptowe python programowanie aplikacji www zastosowania środowiska labview pomiarach programowanie projekty programistyczne grafika inżynierska pracownia elektroniczna informatyków elektronika cyfrowa programowanie urządzeń mobilnych algorytmy struktury danych podstawy grafiki komputerowej modelowanie fizyczne animacji komputerowej wzornictwo design grafika pracownia systemów wbudowanych wstęp symulacji komputerowych programowanie gier komputerowych kandydaci informatykę stosowaną osoby kreatywne zaradne umiejące niestandardowo podejść pojawiających problemów rekrutacja odbywa oparciu wyniki uzyskane maturze wymagane przedmioty najczęściej matematyka informatyka fizyka chemia biologia język szkoły niepubliczne przyjmują kandydatów podstawie kolejności zgłoszeń złożeniu kompletu wymaganych wybierając uczelnię należy sprawdzić szczegółowe wymogi kwalifikacyjne obowiązujące danym,informatyka
1504,informatyka stosowana systemy pomiarowe studia ukierunkowane zdobywanie wiedzy praktycznych umiejętności kształtowanie postaw związanych wszechstronnym praktycznym zastosowaniem informatyki odróżnia kierunek klasycznych studiów informatycznych wzbogacenie programu elementy elektroniki metodologii prowadzenia eksperymentów pomiarów fizycznych kompetencje inżynierskie związane analizowaniem projektowaniem tworzeniem systemów procesie kształcenia szczególne miejsce zajmują zajęcia praktyczne projekty programistyczne indywidualne zespołowe prowadzić zdobycia kompetencji związanych tworzeniem oprogramowania nowoczesnych urządzeń mobilnych systemów wbudowanych aplikacji www celem studiów wykształcenie absolwenta poradzi konkurencyjnym rynku pracy stworzy produkt usługę programistyczną wg autorskiego pomysłu otworzy własne przedsiębiorstwo znajdzie pracę większym zespole studenci kierunku informatyka stosowana systemy pomiarowe nauczą programowania języku językach skryptowych graficznym języku labview tworzyć aplikacje urządzenia mobilne umieszczać sklepie internetowym projektować programować wykonywać układy elektroniczne wg własnych pomysłów podstawową wiedzę umiejętności matematyki fizyki studenci zdobędą poprzez nowoczesny system prowadzenia zajęć przemiotów oparty wykorzystaniu narzędzi komputerowych programów symulacji obliczeń numerycznych symbolicznych przykładowe przedmioty programie studiów praktyczny wstęp programowania programowanie skryptowe python programowanie aplikacji www zastosowania środowiska labview pomiarach programowanie projekty programistyczne grafika inżynierska pracownia elektroniczna informatyków elektronika cyfrowa programowanie urządzeń mobilnych algorytmy struktury danych psychologia biznesu podstawy grafiki komputerowej modelowanie fizyczne animacji komputerowej projekt aplikacji mobilnej wzornictwo design grafika pracownia systemów wbudowanych wstęp symulacji komputerowych programowanie gier komputerowych informatyczne studia propozycja osób predyspozycjach nauki przedmiotów ścisłych umiejętnościach analitycznych rekrutacji punktowane przedmioty język obcy matematyka fizyka informatyka przedmiot wybrany spośród biologia chemia geografia,informatyka
1505,studia kierunku realizowane formie dualnej polegającej połączeniu nauki pracą zawodową kształcą specjalistów zakresie wdrażania nowych produktów procesów posiadających inżynierskie kompetencje związane efektywnym wykorzystaniem innowacyjnych technologii wytwarzania projektowania wspomaganego komputerowo studenci możliwość specjalizowania zakresie pierwsza proponowanych specjalności przygotowuje studentów projektowania wdrażania produktów wykorzystaniem najnowszych technik komputerowych przygotowania procesów obróbczych zastosowaniem obrabiarek sterowanych numerycznie cnc drukarek druga specjalność umożliwia zdobicie umiejętności zakresie projektowania produktu zgodnie specyfikacją techniczną wymaganiami ergonomii estetyki studia wykształceniem inżynierskim dają możliwość zdobycia wiedzy ekonomii przedsiębiorczości zarządzania innowacyjnymi projektami daje możliwość rozwijania własnej działalności gospodarczej sektorze innowacyjnych technologii studia stopnia prowadzone trybie stacjonarnym niestacjonarnym programie studiów znajdziemy przedmioty podstawy ekonomii rachunek wektorowy elementy algebry liniowej elementy analizy matematycznej informatyka fizyka chemia termodynamika mechanika płynów podstawy nauki materiałach automatyka robotyka elementy wytrzymałości materiałów metody techniki badania materiałów podstawy technologii wytwarzania organizacja zarządzanie produkcją prototypowanie wykorzystaniem technologii druku projektowanie wspomagane komputerowo metody numeryczne mechanice komputerowe sterowanie obrabiarek rysunek użytkowy rzeźba użytkowa podstawy wzornictwa przemysłowego propozycja osób pasjonujących naukami ścisłymi matematyką fizyką chemią informatyką interesujących projektowaniem wzornictwem wykorzystywanym przemyśle przedmioty maturalne brane uwagę postępowaniu kwalifikacyjnym przedmiot wyboru matematyka fizyka chemia informatyka biologia geografia język polski język obcy nowożytny,innowacyjne
1506,absolwent kierunku instrumentalna analityka chemiczna posiadał gruntowną wiedzę dziedziny chemii zakresu nauk ścisłych przyrodniczych aspektami znajomości specjalistycznego sprzętu różnorodnych metod analitycznych diagnostycznych stosowanych przemyśle gospodarce środowisku studia pozwolą zdobycie wiedzy dotyczącej pobierania przygotowywania próbek analitycznych wiedzy dotyczącej statystyki walidacji analityce chemicznej student nabędzie umiejętności diagnozowania definiowania rozwiązywania problemów zakresu szeroko pojętej analizy chemicznej zdobędzie praktyczne umiejętności posługiwania zaawansowaną aparaturą celach analitycznych przykładowe przedmioty nauczania chemia ogólna podstawy obliczeń chemicznych chemia nieorganiczna chemia organiczna metody identyfikacji związków organicznych chemia fizyczna klasyczne metody chemii methods of analytical chemistry english in databases molekularne podstawy procesów życiowych metody instrumentalne chemii instrumental assays of analytical chemistry chemia kwantowa fizyka chemiczna chemia strukturalna podstawami krystalografii analiza instrumentalna metody oparte pomiarach wielkości elektrycznych analiza instrumentalna metody oparte pomiarach wielkości optycznych analityka produktów spożywczych podstawy analityki klinicznej analityka kosmetyków produktów chemii gospodarczej analityka farmaceutyków techniki analityczne biochemii biologii molekularnej metody analityczne kryminalistyce analityka nanomateriałów techniki pobierania przygotowywania próbek analizy kierunek instrumentalna analityka chemiczna kierowany chcą zdobyć gruntowną wiedzę umiejętności zakresu nowoczesnych metod instrumentalnych wykorzystywanych badania składu różnych wyrobów chemicznych spożywczych farmaceutycznych kosmetycznych próbek środowiskowych ostateczna liczba punktów jaką otrzyma kandydat liczona suma punktów dwóch przedmiotów spośród biologia chemia fizyka informatyka język obcy matematyka przedmioty brane uwagę obliczaniu punktów wskazuje kandydat momencie rejestracji systemie tryb rekrutacji kandydatów nowym świadectwem dojrzałości podstawą kwalifikacji wyniki części pisemnej egzaminu maturalnego przeliczone punkty następujący liczba punktów procentowych uzyskanych przedmiotu poziomie podstawowym zasady pkt liczba punktów uzyskanych przedmiotu poziomie rozszerzonym pomnożona związku powyższym kandydat uzyskać punktów jednego przedmiotu zapis zwolniony świadectwie maturalnym uzyskany części zewnętrznej egzaminu równoznaczny uzyskaniem kandydata maksymalnej liczby punktów,instrumentalna
1507,responsywne urządzenia systemy pozyskują przetwarzają analizują przesyłają dane inteligentna elektronika smart electronics studenci kierunku uczą projektowania konstruowania wdrażania eksploatacji cyfrowych urządzeń systemów elektronicznych pozyskujących przetwarzających analizujących przesyłających dane potrzeb szeroko rozumianego cyfrowego społeczeństwa systemów internetu rzeczy przemysłu program studiów splata elektronikę analogową technikę cyfrową mikroprocesorową sensorykę metrologię mikrosystemy techniki przetwarzania analizy przesyłania danych języki programowania całość programu studiów dopełnia oferta przedmiotów wybieralnych takich mobilne systemy operacyjne aplikacje mobilne układy zasilania technologie wirtualnej rozszerzonej rzeczywistości zintegrowane technologie kosmiczne druk studia cybermaniaków chcą połączyć pasję dochodowym przyszłościowym zawodem najlepiej punktowane przedmioty maturalne matematyka fizyka,inteligentna
1508,studia inżynierskie kierunku inteligentne systemy miejskie trwają semestrów realizowane polsku studenci zdobędą wiedzę umiejętności zakresu funkcjonowania systemów infrastruktury technicznej mieści wdrażania systemach miejskich rozwiązań zakresu technik informatycznych it internetu rzeczy iot przetwarzania dużych zmiennych różnorodnych baz danych big data monitoringu zdarzeń społecznych dzięki wiedzy będziesz przygotowany podejmowania działań ramach strategicznego zarządzania zasobami miasta koordynacji przedsięwzięć zmierzających poprawy stanu miasta poznać szczegółowy program kształcenia studiach skontaktuj bezpośrednio uczelnią interesują zagadnienia techniczne informatyczne przetwarzanie danych systemy monitorujące studia zainteresować rekrutacji punktowane trzy przedmioty obowiązkowe matematyka język obcy nowożytny język polski wyboru przedmiotów spośród biologia chemia geografia informatyka wiedza społeczeństwie wynik egzaminu zawodowego egzaminu potwierdzającego kwalifikacje zawodzie,inteligentne
1509,inżynieria akustyczna studia kształcą głównie dziedzinie matematyki fizyki informatyki muzyki elektroniki akustyki teorii sygnałów celem kierunku przekazanie studentom wiedzy temat realizacji nagrań sposobów ograniczania hałasu technologii analizy syntezy mowy program obejmuje zagadnienia walki hałasem ochrony drganiami głównymi zadaniami studiów samodzielne prace projektowe trzecia przedmiotów przedmioty wybierane studentów specjalności oferowane kierunku studiów programie studiów znajdują przedmioty akustyka architektoniczna algebra analiza matematyczna analogowe układy elektroniczne elektroakustyka elektrotechnika teoria obwodów fizyka grafika inżynierska dokumentacja projektów języki programowania wysokiego poziomu mechanika metody matematyczne akustyce miernictwo wibroakustyczne ochrona środowiska podstawy akustyki podstawy probabilistyki procesów stochastycznych technika cyfrowa mikroprocesowa technologia mowy teoria akustyka muzyczna kształceniem słuchu architektura komputerów systemów operacyjnych dynamika układów ciągłych ekoakustyka inżynieria miksowania mapy akustyczne metody akustyczne biologii medycynie metody narzędzia programowe akustyce mikroprocesory sygnałowe obiektowe metody projektowania systemów przetwarzanie obrazów realizacja nagrań sekwencery programy notacyjne technika ultradźwiękowa technika pochłaniania rozpraszania dźwięku urządzenia elektroniczne akustyce wibroakustyka technice środowisku wytrzymałość materiałów zasady muzyki studia kierunku inżynieria akustyczna znakomity wybór pasjonatów muzyki chcieliby związać swoją przyszłość szeroko pojętą pracą dźwiękiem rekrutacja odbywa oparciu wyniki uzyskane maturze przedmiotów wskazanych uczelnię rekrutacji uwagę brane przedmioty matematyka fizyka warto sprawdzić szczegółowe wymogi kwalifikacyjne obowiązujące danym informacje znajdują serwisach rekrutacyjnych szkół wyższych,inżynieria
1510,studia kierunku inżynieria biotworzyw przygotowują absolwentów sprawnego działania styku nowoczesnych technologii przetwarzania naturalnych surowców włóknistych współczesnych metod optymalnego wykorzystania absolwent studiów pierwszego stopnia kierunku inżynieria biotworzyw posiada podstawową wiedzę wybranych działów matematyki fizyki chemii nauk ziemi zakresie niezbędnym opisywania zjawisk procesów związanych technologiami pozyskiwania biomasy przetwarzania postaci biotworzyw użytkowania posiada podstawowy zasób wiedzy gospodarowaniu zasobami naturalnymi produkcji roślinnej leśnej pierwiastkowym przerobie drewna świadomy roli znaczenia środowiska przyrodniczego zrównoważonego użytkowania różnorodności biologicznej absolwent kierunku inżynieria biotworzyw dysponuje informacjami zakresu biologii obejmującymi budowę identyfikację roślin włóknistych wykorzystywanych produkcji biotworzyw wykazuje znajomość umiejętność oznaczania właściwości absolwent zna potrafi stosować podstawowe techniki technologie narzędzia materiały wykorzystywane zakresie wytwarzania biotworzyw modyfikacji surowców włóknistych potrzeb różnych gałęzi przemysłu toku studiów zdobywa wiedzę zakresu procesów biotechnologicznych zachodzących przerobu biomasy produkcji biotworzyw dysponuje wiedzą zakresu recyklingu materiałowego posiada wiadomości temat trwałości biodegradowalności biotworzyw potrafi podjąć działania związane ochroną konserwacją studia wybierają kandydaci zainteresowaniach obszarze nauk przyrodniczych rolniczych gospodarowania zasobami naturalnymi produkcji roślinnej leśnej zasady rekrutacji należy sprawdzać stronie internetowej uczelni realizującej studia,inżynieria
1511,inżynieria chemiczna procesowa dziedzina nauki odpowiedzialna rozwój przemysłu przetwórczego chemicznego studia przybliżają zasady projektowania sprawowania nadzoru procesami technologicznymi aparaturą procesową zakładach przetwórstwa student uczy planować prowadzić badania korzystać przyrządów pomiarowych interpretować uzyskane wyniki rozumie podstawy inżynierii produktu podstawy ochrony środowiska specjalności oferowane inżynierii chemicznej procesowej przykładów przedmioty programie studiów chemia fizyka technologie informacyjne technologia chemiczna elektrotechnika elektronika operacje procesy jednostkowe termodynamika techniczna maszyny aparaty przemysłu chemicznego inżynieria środowiska inżynieria polimerów termodynamika chemiczna chemia żywności przetwórstwo materiałów pochodzenia suszarnictwo materiałów biologicznych opakowania produktów inżynieria nawozów sztucznych studia kierunku wybierają osoby szczególny zainteresowanie nauką chemii wykorzystaniem procesach produkcji wykorzystaniem nowoczesnych technologii aparatury przemyśle chemicznym rekrutacji inżynierię chemiczną procesową uwagę brane przedmioty język obcy matematyka fizyka sprawdzajcie szczegółowo przedmioty obowiązują wybranej uczelni,inżynieria
1512,studia kierunku inżynieria ciepła realizowane systemie kształcenia ii stopnia celem studiów pozyskanie wysokiej klasy specjalistów mających wiedzę temat procesów zachodzących przyrodzie rozumiejących przebieg procesów fizycznych chemicznych zasad termodynamiki transportu ciepła mechaniki płynów paliw absolwent kierunku inżynieria ciepła zna rozumie teoretyczne podstawy procesu spalania wiedzę zakresu głównych metod ograniczania emisji otoczenia zasad metod pozyskiwania przesyłania konwersji magazynowania użytkowania nośników energii odnawialnych źródeł energii metod procedur numerycznych zagadnień programowania możliwości obliczeń komputerowych zna zasady eksploatacji maszyn doboru materiałów konstrukcyjnych maszyn urządzeń energetyki konwencjonalnej odnawialnej zna budowę działanie inżynierię powierzchni technologię łączenia metali metodologię podstawowych metod chemicznych stosowanych badaniach materiałów trakcie studiów realizowane praktyki zawodowe trwają tygodnie studia osób fizyka chemia obce kandydaci ponadto wyróżniać predyspozycjami technicznymi kandydaci wybierają przedmioty spośród matematyka fizyka chemia informatyka język obcy,inżynieria
